河南省郑州市金水区河南中医学院第二附属医院-2住院部,34.807853,113.656974,东风路122号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第二附属医院-2住院部"",113.656974,34.807853],"
河南省郑州市金水区郑州市妇幼保健院-住院部,34.771111,113.6589,金水路41号郑州市妇幼保健院内,"""",",",[,],"[""河南省郑州市金水区郑州市妇幼保健院-住院部"",113.6589,34.771111],"
河南省郑州市金水区郑州颐和医院-住院部B,34.781158,113.754207,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-住院部B"",113.754207,34.781158],"
河南省郑州市金水区郑州九院老年病房楼,34.793802,113.636402,京广快速路与京广快速路出口交叉口东北,"""",",",[,],"[""河南省郑州市金水区郑州九院老年病房楼"",113.636402,34.793802],"
河南省郑州市金水区郑州颐和医院-急诊,34.78295,113.756021,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-急诊"",113.756021,34.78295],"
河南省郑州市二七区郑州大学第一附属医院-医学装备部,34.757563,113.651968,大学北路东150米,"""",",",[,],"[""河南省郑州市二七区郑州大学第一附属医院-医学装备部"",113.651968,34.757563],"
河南省郑州市金水区河南省中医院-1住院部,34.808007,113.658158,河南省郑州市金水区东风路6号河南省中医院内,"""",",",[,],"[""河南省郑州市金水区河南省中医院-1住院部"",113.658158,34.808007],"
河南省郑州市二七区郑州市骨科医院-住院部,34.743713,113.643771,郑州市骨科医院西院区6号楼住院部,"""",",",[,],"[""河南省郑州市二七区郑州市骨科医院-住院部"",113.643771,34.743713],"
河南省郑州市巩义市巩义市中医院-住院部,34.753363,112.989516,河南省郑州市巩义市中医院(新华路西),"""",",",[,],"[""河南省郑州市巩义市巩义市中医院-住院部"",112.989516,34.753363],"
河南省郑州市中原区河南省现代医学研究院,34.773539,113.623023,郑州市中原区金水西路与桐柏北路交叉路口东北侧(桐柏路116号院东侧约50米),"""",",",[,],"[""河南省郑州市中原区河南省现代医学研究院"",113.623023,34.773539],"
河南省郑州市金水区郑州市儿童医院东区医院-急诊,34.784167,113.760233,龙湖外环东路33号郑州市儿童医院东区医院内,"""",",",[,],"[""河南省郑州市金水区郑州市儿童医院东区医院-急诊"",113.760233,34.784167],"
河南省郑州市巩义市巩义市人民医院-急诊,34.755459,112.988214,河南省郑州市巩义市人民路117,"""",",",[,],"[""河南省郑州市巩义市巩义市人民医院-急诊"",112.988214,34.755459],"
河南省郑州市惠济区郑州大学第四附属医院-住院部,34.827182,113.626853,南阳路169号附10号,"""",",",[,],"[""河南省郑州市惠济区郑州大学第四附属医院-住院部"",113.626853,34.827182],"
河南省郑州市金水区河南中医学院第一附属医院-住院部,34.765302,113.680744,人民路19号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-住院部"",113.680744,34.765302],"
河南省郑州市金水区郑州大桥医院-住院部,34.800288,113.648931,群办路13号郑州大桥医院住院部,"""",",",[,],"[""河南省郑州市金水区郑州大桥医院-住院部"",113.648931,34.800288],"
河南省郑州市金水区河南省人民医院-西住院部,34.779263,113.701468,纬五路7号河南省人民医院内,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-西住院部"",113.701468,34.779263],"
河南省郑州市金水区河南省省直第一医院-急诊,34.773886,113.692735,河南省郑州市金水区政五街1,"""",",",[,],"[""河南省郑州市金水区河南省省直第一医院-急诊"",113.692735,34.773886],"
河南省郑州市管城回族区郑州市第七人民医院东住院部,34.71795,113.751419,河南省郑州市管城回族区明湖社区卫生服务中心,"""",",",[,],"[""河南省郑州市管城回族区郑州市第七人民医院东住院部"",113.751419,34.71795],"
河南省郑州市金水区河南省胸科医院-胸外科一病区,34.779046,113.709085,纬五路1号,"""",",",[,],"[""河南省郑州市金水区河南省胸科医院-胸外科一病区"",113.709085,34.779046],"
河南省郑州市金水区河南省胸科医院-住院部,34.779046,113.709085,纬五路1号,"""",",",[,],"[""河南省郑州市金水区河南省胸科医院-住院部"",113.709085,34.779046],"
河南省郑州市中牟县中牟县人民医院-急诊,34.726766,113.947699,兴安街与商都大道交叉口南200米,"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-急诊"",113.947699,34.726766],"
河南省郑州市中原区解放军第九八八医院-住院部,34.770622,113.54161,河南省郑州市中原区郑上路602号解放军第九八八医院内,"""",",",[,],"[""河南省郑州市中原区解放军第九八八医院-住院部"",113.54161,34.770622],"
河南省郑州市二七区郑州大学第五附属医院-住院部,34.749903,113.658393,河南省郑州市二七区康复前街3号郑州大学第五附属医院内,"""",",",[,],"[""河南省郑州市二七区郑州大学第五附属医院-住院部"",113.658393,34.749903],"
河南省郑州市金水区河南中医学院第一附属医院-儿科,34.764605,113.680445,人民路19号,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-儿科"",113.680445,34.764605],"
河南省郑州市管城回族区郑州市第三人民医院-住院部,34.750723,113.676298,南顺城街136号郑州市第三人民医院内,"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-住院部"",113.676298,34.750723],"
河南省郑州市管城回族区明湖社区-卫生中心,34.718126,113.75142,河南省郑州市管城回族区经开第三大街58-72号(同盛药业有限公司东南),"""",",",[,],"[""河南省郑州市管城回族区明湖社区-卫生中心"",113.75142,34.718126],"
河南省郑州市金水区郑州颐和医院-住院部C,34.781527,113.752313,农业东路69号郑州颐和医院内,"""",",",[,],"[""河南省郑州市金水区郑州颐和医院-住院部C"",113.752313,34.781527],"
河南省郑州市新郑市新郑市人民医院-住院中心,34.41616,113.779874,人民医院住院中心,"""",",",[,],"[""河南省郑州市新郑市新郑市人民医院-住院中心"",113.779874,34.41616],"
河南省郑州市二七区郑州市第八人民医院-住院部,34.722964,113.630149,郑密路与航海路交叉口向南200米路西郑州市第八人民医院内,"""",",",[,],"[""河南省郑州市二七区郑州市第八人民医院-住院部"",113.630149,34.722964],"
河南省郑州市管城回族区郑州国际陆港联检中心,34.735542,113.811554,河南省郑州市管城回族区经北四路郑州国际陆港联检中心,"""",",",[,],"[""河南省郑州市管城回族区郑州国际陆港联检中心"",113.811554,34.735542],"
河南省郑州市管城回族区郑州中医骨伤病医院-门诊大楼,34.727474,113.746807,河南省郑州市管城回族区航海东路1266号,"""",",",[,],"[""河南省郑州市管城回族区郑州中医骨伤病医院-门诊大楼"",113.746807,34.727474],"
河南省郑州市金水区河南中医学院-高血压病研究所,34.770263,113.707197,河南省郑州市金水区东明路北63号,"""",",",[,],"[""河南省郑州市金水区河南中医学院-高血压病研究所"",113.707197,34.770263],"
河南省郑州市中原区河南中汇医院-急诊,34.719645,113.619274,河南省郑州市中原区桐柏南路158号,"""",",",[,],"[""河南省郑州市中原区河南中汇医院-急诊"",113.619274,34.719645],"
河南省郑州市中原区中国人民解放军第九八八医院空军医院院区-门诊,34.75825,113.629253,建设路街道友爱路42号,"""",",",[,],"[""河南省郑州市中原区中国人民解放军第九八八医院空军医院院区-门诊"",113.629253,34.75825],"
河南省郑州市巩义市瑞康医院-住院部,34.759922,113.024923,郑州市巩义市嵩山路与健康路交叉路口往西北约50米(瑞康医院),"""",",",[,],"[""河南省郑州市巩义市瑞康医院-住院部"",113.024923,34.759922],"
河南省郑州市金水区郑州市儿童医院-住院部,34.77457,113.664218,河南省郑州市金水区岗杜街255号郑州市儿童医院内,"""",",",[,],"[""河南省郑州市金水区郑州市儿童医院-住院部"",113.664218,34.77457],"
河南省郑州市金水区惠济区颐和老年公寓,34.805923,113.626853,刘寨街道沙口路122号,"""",",",[,],"[""河南省郑州市金水区惠济区颐和老年公寓"",113.626853,34.805923],"
河南省郑州市二七区河南省郑州市精神病医院-郑州精神卫生中心,34.759971,113.64588,郑州市建设东路34号附8号(公交医学院站),"""",",",[,],"[""河南省郑州市二七区河南省郑州市精神病医院-郑州精神卫生中心"",113.64588,34.759971],"
河南省郑州市中原区中国人民解放军第九八八医院空军医院东区-感染科,34.758279,113.629144,互助路10号153医院,"""",",",[,],"[""河南省郑州市中原区中国人民解放军第九八八医院空军医院东区-感染科"",113.629144,34.758279],"
河南省郑州市金水区郑州圣玛妇产医院1号综合楼,34.791277,113.719596,"郑东新区农业东路3号(农业路与中州大道交汇处向东300米路南,北大附中幼儿园正对面)","""",",",[,],"[""河南省郑州市金水区郑州圣玛妇产医院1号综合楼"",113.719596,34.791277],"
河南省郑州市中牟县中牟县人民医院-儿科,34.726937,114.035832,郑州市中牟县解放南路与城河街交叉路口往南约100米(中牟县人民医院),"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-儿科"",114.035832,34.726937],"
河南省郑州市金水区河南省煤炭总医院-住院部,34.814574,113.672295,文化北路77号河南省煤炭总医院住院部,"""",",",[,],"[""河南省郑州市金水区河南省煤炭总医院-住院部"",113.672295,34.814574],"
河南省郑州市新密市郑煤集团总医院-急诊站,34.51991,113.402566,河南省郑州市新密市矿区街道新岗路郑煤集团总医院,"""",",",[,],"[""河南省郑州市新密市郑煤集团总医院-急诊站"",113.402566,34.51991],"
河南省郑州市金水区北京心脏联盟郑州颐和医院心脏中心,34.782316,113.756224,郑州市金水区平安大道与农业东路交叉路口西侧(郑州颐和医院),"""",",",[,],"[""河南省郑州市金水区北京心脏联盟郑州颐和医院心脏中心"",113.756224,34.782316],"
河南省郑州市金水区郑州市第九人民医院-精神病区,34.793587,113.636736,河南省郑州市金水区沙口路郑州市第九人民医院,"""",",",[,],"[""河南省郑州市金水区郑州市第九人民医院-精神病区"",113.636736,34.793587],"
河南省郑州市金水区河南省人民医院-准分子近视治疗中心,34.777451,113.699671,纬五路7号河南省人民医院1层,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-准分子近视治疗中心"",113.699671,34.777451],"
河南省郑州市新密市新华医院-住院部,34.538436,113.412533,嵩山大道高速路口西边新密市新华医院,"""",",",[,],"[""河南省郑州市新密市新华医院-住院部"",113.412533,34.538436],"
河南省郑州市新密市杨元璋疑难眼病研究所,34.53648,113.379985,郑州市新密市,"""",",",[,],"[""河南省郑州市新密市杨元璋疑难眼病研究所"",113.379985,34.53648],"
河南省郑州市金水区河南省中医院-3住院部,34.807656,113.65536,东风路122号河南省中医院3住院部,"""",",",[,],"[""河南省郑州市金水区河南省中医院-3住院部"",113.65536,34.807656],"
河南省郑州市中牟县中牟县妇幼保健院-住院部,34.745696,114.030347,郑州市中牟县卫民路与深发路交叉路口往西约100米(中牟县妇幼保健院),"""",",",[,],"[""河南省郑州市中牟县中牟县妇幼保健院-住院部"",114.030347,34.745696],"
河南省郑州市金水区河南中医学院第一附属医院-内科,34.764511,113.680697,人民路19号附近,"""",",",[,],"[""河南省郑州市金水区河南中医学院第一附属医院-内科"",113.680697,34.764511],"
河南省郑州市金水区郑州市第九人民医院-住院部2,34.793237,113.636654,京广快速路与京广快速路出口交叉口东150米,"""",",",[,],"[""河南省郑州市金水区郑州市第九人民医院-住院部2"",113.636654,34.793237],"
河南省郑州市管城回族区管城人民医院急诊,34.728552,113.697294,郑州市管城回族区城东南路32号,"""",",",[,],"[""河南省郑州市管城回族区管城人民医院急诊"",113.697294,34.728552],"
河南省郑州市金水区黄河中心医院-放射科,34.765471,113.695838,顺河路56号,"""",",",[,],"[""河南省郑州市金水区黄河中心医院-放射科"",113.695838,34.765471],"
河南省郑州市巩义市巩义市第二医院-急诊,34.770222,112.982884,孝义路81号,"""",",",[,],"[""河南省郑州市巩义市巩义市第二医院-急诊"",112.982884,34.770222],"
河南省郑州市金水区河南省人民医院-肿瘤放射治疗科二病区,34.777867,113.701091,河南省人民医院3号病房楼3层,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-肿瘤放射治疗科二病区"",113.701091,34.777867],"
河南省郑州市二七区郑州市第二人民医院-弱视治疗中心,34.727428,113.646323,郑州市二七区航海中路90号,"""",",",[,],"[""河南省郑州市二七区郑州市第二人民医院-弱视治疗中心"",113.646323,34.727428],"
河南省郑州市管城回族区郑州市第三人民医院-妇产科,34.750459,113.676476,河南省郑州市管城回族区郑州市第三人民医院,"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-妇产科"",113.676476,34.750459],"
河南省郑州市金水区河南省中医院-检验科,34.808027,113.657194,东风路122河南省中医院2住院部2楼,"""",",",[,],"[""河南省郑州市金水区河南省中医院-检验科"",113.657194,34.808027],"
河南省郑州市新郑市新郑妇产医院-内科,34.406253,113.739686,河南省郑州市新郑市新建路新郑妇产医院(新郑汽车站东50米),"""",",",[,],"[""河南省郑州市新郑市新郑妇产医院-内科"",113.739686,34.406253],"
河南省郑州市二七区郑州绿城医院-急诊,34.728907,113.631412,河南省郑州市二七区郑密路郑州绿城医院西门(兴达花园南),"""",",",[,],"[""河南省郑州市二七区郑州绿城医院-急诊"",113.631412,34.728907],"
河南省郑州市二七区郑州市肝病医学中心,34.718291,113.663862,河南省郑州市二七区京广南路29号,"""",",",[,],"[""河南省郑州市二七区郑州市肝病医学中心"",113.663862,34.718291],"
河南省郑州市金水区郑州市儿童医院东区医院-医技楼,34.785233,113.760713,河南省郑州市金水区郑州市儿童医院东区医院,"""",",",[,],"[""河南省郑州市金水区郑州市儿童医院东区医院-医技楼"",113.760713,34.785233],"
河南省郑州市金水区郑州人民医院-康复医学科病区,34.781748,113.67047,黄河路33号院附近,"""",",",[,],"[""河南省郑州市金水区郑州人民医院-康复医学科病区"",113.67047,34.781748],"
河南省郑州市金水区河南省人民医院-肿瘤放射治疗科一病区,34.777867,113.701091,河南省人民医院3号病房楼2层,"""",",",[,],"[""河南省郑州市金水区河南省人民医院-肿瘤放射治疗科一病区"",113.701091,34.777867],"
河南省郑州市二七区郑州市第六人民医院-第一住院部,34.718723,113.665549,京广南路29号郑州市第六人民医院内,"""",",",[,],"[""河南省郑州市二七区郑州市第六人民医院-第一住院部"",113.665549,34.718723],"
河南省郑州市金水区郑州市第九人民医院-心理病区,34.794192,113.636171,农业路沙口路交叉口向北300米,"""",",",[,],"[""河南省郑州市金水区郑州市第九人民医院-心理病区"",113.636171,34.794192],"
河南省郑州市金水区中国人民解放军信息医院-哮喘病诊区,34.795422,113.660061,丰庆路东50米,"""",",",[,],"[""河南省郑州市金水区中国人民解放军信息医院-哮喘病诊区"",113.660061,34.795422],"
河南省郑州市中牟县中牟县人民医院-骨科,34.727265,114.035925,郑州市中牟县解放南路与城河街交叉路口往东南约50米(中牟县人民医院),"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-骨科"",114.035925,34.727265],"
河南省郑州市金水区河南省中医院-心病一区,34.808027,113.657194,东风路122河南省中医院2住院部17楼,"""",",",[,],"[""河南省郑州市金水区河南省中医院-心病一区"",113.657194,34.808027],"
河南省郑州市管城回族区郑州惠安手外科医院-急诊,34.727559,113.75427,航海东路1302附近,"""",",",[,],"[""河南省郑州市管城回族区郑州惠安手外科医院-急诊"",113.75427,34.727559],"
河南省郑州市管城回族区香港手足甲病医药科技研究中心,34.730296,113.717594,明月路38-12号,"""",",",[,],"[""河南省郑州市管城回族区香港手足甲病医药科技研究中心"",113.717594,34.730296],"
河南省郑州市荥阳市荥阳市中医院-急诊,34.790812,113.372284,索河街道郑上路132号荥阳市中医院,"""",",",[,],"[""河南省郑州市荥阳市荥阳市中医院-急诊"",113.372284,34.790812],"
河南省郑州市登封市登封市民生医院-中医科,34.463341,113.054701,郑州市登封市中岳大街24号,"""",",",[,],"[""河南省郑州市登封市登封市民生医院-中医科"",113.054701,34.463341],"
河南省郑州市登封市登封市民生医院-口腔科,34.463364,113.054672,嵩阳街道中岳大街290号登封市民生医院,"""",",",[,],"[""河南省郑州市登封市登封市民生医院-口腔科"",113.054672,34.463364],"
河南省郑州市登封市登封市中医院-颈肩腰腿痛科,34.462152,113.055803,中岳大街17号,"""",",",[,],"[""河南省郑州市登封市登封市中医院-颈肩腰腿痛科"",113.055803,34.462152],"
河南省郑州市新郑市新郑市人民医院-消化内科,34.400307,113.745152,人民路中段137号新郑市人民医院附近,"""",",",[,],"[""河南省郑州市新郑市新郑市人民医院-消化内科"",113.745152,34.400307],"
河南省郑州市新郑市新郑市人民医院-螺旋CT室,34.400216,113.745513,人民西路31号,"""",",",[,],"[""河南省郑州市新郑市新郑市人民医院-螺旋CT室"",113.745513,34.400216],"
河南省郑州市中牟县中牟县人民医院-放射科,34.726937,114.035832,郑州市中牟县解放南路与城河街交叉路口往南约100米(中牟县人民医院),"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-放射科"",114.035832,34.726937],"
河南省郑州市金水区河南省中医院-感染疾病科,34.80616,113.658827,东风路122,"""",",",[,],"[""河南省郑州市金水区河南省中医院-感染疾病科"",113.658827,34.80616],"
河南省郑州市荥阳市荥阳市人民医院-急诊科,34.7935,113.39604,郑州市荥阳市河阴路与索河路交叉路口东南侧(荥阳市人民医院),"""",",",[,],"[""河南省郑州市荥阳市荥阳市人民医院-急诊科"",113.39604,34.7935],"
河南省郑州市二七区郑州市第二人民医院-妇产科病区,34.727979,113.646369,河南省郑州市二七区航海中路90号第二人民医院病房楼内,"""",",",[,],"[""河南省郑州市二七区郑州市第二人民医院-妇产科病区"",113.646369,34.727979],"
河南省郑州市巩义市巩义市妇女儿童医院-儿科,34.754594,112.989964,郑州市巩义市新华路与人民路交叉路口往南约50米(巩义市妇幼保健院),"""",",",[,],"[""河南省郑州市巩义市巩义市妇女儿童医院-儿科"",112.989964,34.754594],"
河南省郑州市二七区郑州大学第五附属医院-放射治疗科,34.749867,113.657159,康复前街3号,"""",",",[,],"[""河南省郑州市二七区郑州大学第五附属医院-放射治疗科"",113.657159,34.749867],"
河南省郑州市金水区河南省红十字血液中心-输血医学研究所,34.778027,113.663259,同乐路9,"""",",",[,],"[""河南省郑州市金水区河南省红十字血液中心-输血医学研究所"",113.663259,34.778027],"
河南省郑州市金水区管城中医院-急诊,34.755259,113.74745,商都路19,"""",",",[,],"[""河南省郑州市金水区管城中医院-急诊"",113.74745,34.755259],"
河南省郑州市二七区郑州市第二人民医院-麻醉科,34.727968,113.646358,河南省郑州市二七区郑州市第二人民医院,"""",",",[,],"[""河南省郑州市二七区郑州市第二人民医院-麻醉科"",113.646358,34.727968],"
河南省郑州市新密市新密市中医院-外五病区,34.538426,113.40067,嵩山大道95号附近,"""",",",[,],"[""河南省郑州市新密市新密市中医院-外五病区"",113.40067,34.538426],"
河南省郑州市巩义市巩义市人民医院-CT磁共振,34.75521,112.988954,郑州市巩义市人民路与新华路交叉路口往西南约100米(巩义市人民医院),"""",",",[,],"[""河南省郑州市巩义市巩义市人民医院-CT磁共振"",112.988954,34.75521],"
河南省郑州市金水区郑州大学第二附属医院-放射科,34.772212,113.676551,经八路2号,"""",",",[,],"[""河南省郑州市金水区郑州大学第二附属医院-放射科"",113.676551,34.772212],"
河南省郑州市金水区河南省中医院-整脊骨伤病区,34.808027,113.657194,东风路122河南省中医院2住院部9楼,"""",",",[,],"[""河南省郑州市金水区河南省中医院-整脊骨伤病区"",113.657194,34.808027],"
河南省郑州市金水区河南省职工医院-感染性疾病科,34.792133,113.68126,农业路71,"""",",",[,],"[""河南省郑州市金水区河南省职工医院-感染性疾病科"",113.68126,34.792133],"
河南省郑州市金水区管城中医院-核磁共振室,34.755611,113.747815,商都路19号,"""",",",[,],"[""河南省郑州市金水区管城中医院-核磁共振室"",113.747815,34.755611],"
河南省郑州市管城回族区郑州市第三人民医院-内分泌科,34.75127,113.676998,菜市街1号,"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-内分泌科"",113.676998,34.75127],"
河南省郑州市管城回族区郑州第一人民医院-影像科,34.755284,113.690982,河南省郑州市管城回族区东大街56号,"""",",",[,],"[""河南省郑州市管城回族区郑州第一人民医院-影像科"",113.690982,34.755284],"
河南省郑州市管城回族区医学影像科,34.755162,113.690848,河南省郑州市管城回族区东大街205号-2号楼北60米,"""",",",[,],"[""河南省郑州市管城回族区医学影像科"",113.690848,34.755162],"
河南省郑州市管城回族区郑州市第三人民医院-心血管内科,34.751692,113.676562,郑州市管城回族区菜市街与南顺城街交叉路口南侧(郑州市第三人民医院),"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-心血管内科"",113.676562,34.751692],"
河南省郑州市金水区河南省中医院-脑病二区,34.808027,113.657194,东风路122河南省中医院2住院部16楼,"""",",",[,],"[""河南省郑州市金水区河南省中医院-脑病二区"",113.657194,34.808027],"
河南省郑州市金水区河南省中医院-脑病一区,34.808027,113.657194,东风路122河南省中医院2住院部15楼,"""",",",[,],"[""河南省郑州市金水区河南省中医院-脑病一区"",113.657194,34.808027],"
河南省郑州市金水区河南中医学院第三附属医院-治未病科,34.770743,113.707356,金水路1号河南中医药大学附近,"""",",",[,],"[""河南省郑州市金水区河南中医学院第三附属医院-治未病科"",113.707356,34.770743],"
河南省郑州市中原区郑州市中医院-医技配楼,34.758221,113.624108,河南省郑州市中原区文化宫路65号郑州市中医院,"""",",",[,],"[""河南省郑州市中原区郑州市中医院-医技配楼"",113.624108,34.758221],"
河南省郑州市中牟县中牟县人民医院-CT室,34.726937,114.035832,青年路街道解放路64号,"""",",",[,],"[""河南省郑州市中牟县中牟县人民医院-CT室"",114.035832,34.726937],"
河南省郑州市金水区郑州人民医院-超声科,34.781595,113.671234,黄河路33号,"""",",",[,],"[""河南省郑州市金水区郑州人民医院-超声科"",113.671234,34.781595],"
河南省郑州市管城回族区郑州第一人民医院-儿童重症监护病房,34.756357,113.691463,河南省郑州市管城回族区塔湾西街,"""",",",[,],"[""河南省郑州市管城回族区郑州第一人民医院-儿童重症监护病房"",113.691463,34.756357],"
河南省郑州市金水区河南省胸科医院-心血管外科大楼,34.77783,113.70918,纬五路1号,"""",",",[,],"[""河南省郑州市金水区河南省胸科医院-心血管外科大楼"",113.70918,34.77783],"
河南省郑州市金水区郑州人民医院-放疗科,34.78175,113.67047,郑州市金水区黄河路与健康路交叉路口往北约50米(郑州人民医院),"""",",",[,],"[""河南省郑州市金水区郑州人民医院-放疗科"",113.67047,34.78175],"
河南省郑州市管城回族区郑州市第三人民医院-检验科,34.751422,113.6774,菜市街1号,"""",",",[,],"[""河南省郑州市管城回族区郑州市第三人民医院-检验科"",113.6774,34.751422],"
河南省郑州市金水区河南亚太骨病医院-门诊楼,34.808891,113.702972,北林路街道景明街4号,"""",",",[,],"[""河南省郑州市金水区河南亚太骨病医院-门诊楼"",113.702972,34.808891],"
河南省郑州市金水区河南省红十字血液中心献血接待大厅,34.777976,113.662655,河南省郑州市金水区同乐路15号附近,"""",",",[,],"[""河南省郑州市金水区河南省红十字血液中心献血接待大厅"",113.662655,34.777976],"
河南省郑州市金水区美盛教育港湾营销中心,34.826123,113.662911,郑州市金水区中方园路与国基路交叉路口西北侧(郑州海洋馆西侧),"""",",",[,],"[""河南省郑州市金水区美盛教育港湾营销中心"",113.662911,34.826123],"
河南省郑州市登封市同心长春居养老公寓,34.495848,113.152463,河南省郑州市登封市唐郭路8,"""",",",[,],"[""河南省郑州市登封市同心长春居养老公寓"",113.152463,34.495848],"
河南省郑州市二七区恒爱养老,34.708528,113.546847,马寨派出所隔壁,"""",",",[,],"[""河南省郑州市二七区恒爱养老"",113.546847,34.708528],"
河南省郑州市二七区澍青医学高等专科学校-公共学科部,34.702722,113.538049,东方路23号,"""",",",[,],"[""河南省郑州市二七区澍青医学高等专科学校-公共学科部"",113.538049,34.702722],"
河南省郑州市二七区郑州市第二人民医院领办崇山路办事处,34.708539,113.642689,淮南街87-42号附近,"""",",",[,],"[""河南省郑州市二七区郑州市第二人民医院领办崇山路办事处"",113.642689,34.708539],"
河南省郑州市金水区河南中医学院-研究生处,34.772089,113.710124,河南省郑州市金水区金水路1号河南中医学院(黄淮宾馆东北),"""",",",[,],"[""河南省郑州市金水区河南中医学院-研究生处"",113.710124,34.772089],"
